CELL_LINE,COMPOUND_A,COMPOUND_B,MAX_CONC_A,MAX_CONC_B,IC50_A,H_A,Einf_A,IC50_B,H_B,Einf_B,SYNERGY_SCORE,QA,COMBINATION_ID,MARK
NCI-H2228,CarboTaxol,CSNK2A1_2,0.1,0.003,0.042583286,0.7604713,0.0,0.000373173,0.7797232,20.90193119,6.70019,1,CarboTaxol.CSNK2A1_2,LEADERBOARDSET
NCI-H23,CarboTaxol,CSNK2A1_2,0.1,0.01,0.007414113,1.6659403,12.42717892,0.001584963,3.3418519,11.99897864,-6.516483,1,CarboTaxol.CSNK2A1_2,LEADERBOARDSET
NCI-H1299,Carboplatin,CSNK2A1_2,0.1,3.0,0.024876125,2.6000662,10.16620372,3.0,1.8697169,3.93322047,0.9183681,1,Carboplatin.CSNK2A1_2,LEADERBOARDSET
NCI-H358,Carboplatin,CSNK2A1_2,0.1,3.0,0.012691524,3.7198599,16.20529712,1.354043748,2.7891099,29.37503359,-21.99008,1,Carboplatin.CSNK2A1_2,LEADERBOARDSET
NCI-H838,Carboplatin,CSNK2A1_2,0.1,3.0,0.008272778,3.7110122,6.79267906,2.693913068,1.5999744,0.0,-1.941142,1,Carboplatin.CSNK2A1_2,LEADERBOARDSET
NCI-H1437,CSNK2A1_2,Gemcitabine,0.01,0.1,0.001667889,1.1211908,0.0,0.010409617,3.6648276,11.24592098,-23.36822,1,CSNK2A1_2.Gemcitabine,LEADERBOARDSET
NCI-H358,CSNK2A1_2,Gemcitabine,0.01,0.1,0.002530932,1.7516636,23.08445443,0.011943953,4.3736996,16.052937,-13.62375,1,CSNK2A1_2.Gemcitabine,LEADERBOARDSET
SW900,CSNK2A1_2,Gemcitabine,0.01,0.01,0.000962072,1.8191389,2.15592716,0.003443326,1.7672931,26.88137303,-3.858157,1,CSNK2A1_2.Gemcitabine,LEADERBOARDSET
NCI-H2291,CSNK2A1_2,SYK,3.0,0.01,3.0,3.4009763,50.21798415,0.002057764,2.3682484,27.66754929,4.295854,1,CSNK2A1_2.SYK,LEADERBOARDSET
NCI-H838,CSNK2A1_2,SYK,3.0,0.1,1.419921947,2.3559704,0.0,0.007698884,2.7921914,5.94178745,3.956226,1,CSNK2A1_2.SYK,LEADERBOARDSET
SW900,CSNK2A1_2,SYK,3.0,0.01,2.290071398,1.1174283,67.63992051,0.003260927,2.3923903,24.98609677,8.287549,1,CSNK2A1_2.SYK,LEADERBOARDSET
HT-1376,EG5,PARP1,3.0,0.1,0.311349038,1.4654379,79.97316639,0.001416261,3.5182636,28.66965575,-1.325124,1,EG5.PARP1,LEADERBOARDSET
SW780,EG5,PARP1,3.0,0.003,1.0,0.0,100.0,0.003,10.0,90.0001759,3.447342,1,EG5.PARP1,LEADERBOARDSET
J82,EG5,PIM1,3.0,3.0,0.267582028,10.0,85.099794,0.0003,0.1284361,0.0,-10.84592,1,EG5.PIM1,LEADERBOARDSET
UM-UC-3,EG5,PIM1,3.0,0.003,1.0,0.0,100.0,0.003,0.5049423,76.15649905,-12.11929,1,EG5.PIM1,LEADERBOARDSET
CAL-148,AKT,EGFR,0.1,1.0,1.0,0.0,100.0,0.162319599,1.3631106,2.02655845,-2.131063,1,AKT.EGFR,LEADERBOARDSET
HCC1395,AKT,EGFR,0.1,1.0,0.1,0.4261941,80.05843793,1.0,0.5928175,7.74697569,3.127815,1,AKT.EGFR,LEADERBOARDSET
HCC1806,AKT,EGFR,0.1,1.0,0.029961206,0.5962754,88.31469082,1.0,0.9214231,14.53775333,-12.6608,1,AKT.EGFR,LEADERBOARDSET
MDA-MB-453,AKT,EGFR,0.1,1.0,0.043143834,0.5671667,15.13881156,0.328942733,0.7399684,0.0,19.15694,1,AKT.EGFR,LEADERBOARDSET
CAL-51,AKT_1,EGFR,0.1,1.0,1.0,0.0,100.0,0.977003008,1.0188974,19.31764302,-21.38677,1,AKT_1.EGFR,LEADERBOARDSET
DU-4475,AKT_1,EGFR,0.1,1.0,1e-05,0.1,83.94014821,0.078925759,0.72026,0.0,5.43217,1,AKT_1.EGFR,LEADERBOARDSET
HCC1428,AKT_1,EGFR,0.1,1.0,1.0,0.0,100.0,1.0,0.0,100.0,8.190506,1,AKT_1.EGFR,LEADERBOARDSET
M14,AKT_1,EGFR,0.1,1.0,0.030131975,10.0,54.39967831,0.384641138,10.0,85.6989845,28.0483,1,AKT_1.EGFR,LEADERBOARDSET
CAL-120,BCL2_BCL2L1,EGFR,0.1,1.0,1.0,0.0,100.0,0.215417311,3.6339894,52.02142142,21.10392,1,BCL2_BCL2L1.EGFR,LEADERBOARDSET
CAL-148,BCL2_BCL2L1,EGFR,0.1,1.0,0.000285844,0.4659597,85.2267804,0.588688968,0.8381519,0.0,-20.48469,1,BCL2_BCL2L1.EGFR,LEADERBOARDSET
MDA-MB-468,BCL2_BCL2L1,EGFR,0.1,1.0,0.030563594,10.0,80.59985616,0.234753039,1.7962167,68.60642773,62.1331,1,BCL2_BCL2L1.EGFR,LEADERBOARDSET
M14,BCL2_BCL2L1,EGFR,0.1,1.0,0.001654296,10.0,65.22546996,0.066519498,0.869822,11.10838234,13.09637,1,BCL2_BCL2L1.EGFR,LEADERBOARDSET
CAL-120,EGFR,FGFR,1.0,0.1,1.0,0.0,100.0,1.0,0.0,100.0,64.61455,1,EGFR.FGFR,LEADERBOARDSET
HCC1806,EGFR,FGFR,1.0,0.1,1.0,0.0,100.0,1.0,0.0,100.0,5.660617,1,EGFR.FGFR,LEADERBOARDSET
MDA-MB-436,EGFR,FGFR,1.0,0.1,0.309958856,3.9216531,87.17232064,0.008822941,2.5198008,89.59765326,1.363866,1,EGFR.FGFR,LEADERBOARDSET
HCC1143,EGFR,MAP2K_1,1.0,0.1,0.104298017,0.5386355,37.7684237,0.002267173,2.192802,70.66305743,52.58064,1,EGFR.MAP2K_1,LEADERBOARDSET
HCC1806,EGFR,MAP2K_1,1.0,0.1,0.658238167,0.9409637,0.0,1.0,0.0,100.0,26.1741,1,EGFR.MAP2K_1,LEADERBOARDSET
HCC1937,EGFR,MAP2K_1,1.0,0.1,0.179960049,0.4899322,71.73396275,0.1,0.3321522,60.01380973,38.84389,1,EGFR.MAP2K_1,LEADERBOARDSET
MDA-MB-436,EGFR,MAP2K_1,1.0,0.1,0.82898958,0.3982046,29.82804782,0.1,0.1676818,89.55853662,27.72996,1,EGFR.MAP2K_1,LEADERBOARDSET
BT-20,AKT_1,EGFR_2,3.0,3.0,3.0,0.3188101,43.73266826,0.833784103,1.4151731,39.34849543,41.39775,1,AKT_1.EGFR_2,LEADERBOARDSET
HCC1569,AKT_1,EGFR_2,3.0,3.0,3.0,0.5070528,64.82807858,1.416429521,0.4694591,0.0,24.62082,1,AKT_1.EGFR_2,LEADERBOARDSET
MDA-MB-468,AKT_1,EGFR_2,3.0,3.0,0.071432575,1.7990408,63.5254934,3.0,0.6228194,9.84009952,71.33031,1,AKT_1.EGFR_2,LEADERBOARDSET
NCI-H1793,ALK,EGFR_2,1.0,3.0,0.092042374,1.0666097,56.09847294,1.387846277,1.2760215,0.0,32.07535,1,ALK.EGFR_2,LEADERBOARDSET
NCI-H2085,ALK,EGFR_2,1.0,3.0,0.10644861,0.7679748,53.32844048,0.993165393,1.3435483,0.0,27.82958,1,ALK.EGFR_2,LEADERBOARDSET
NCI-H3122,ALK,EGFR_2,1.0,3.0,0.0001,0.1,88.8826782,0.040189034,3.2547823,0.0,22.76955,1,ALK.EGFR_2,LEADERBOARDSET
NCI-H520,ALK,EGFR_2,1.0,3.0,1.0,0.0,100.0,1.175136704,10.0,43.9952343,-8.235301,1,ALK.EGFR_2,LEADERBOARDSET
BT-549,AKT,ERBB,1.0,1.0,0.081206639,1.8233599,91.94821922,0.258617958,0.9133761,40.62102145,-1.692525,1,AKT.ERBB,LEADERBOARDSET
HCC38,AKT,ERBB,1.0,1.0,0.006389758,2.6665614,93.39100746,1.0,10.0,58.20015104,11.16846,1,AKT.ERBB,LEADERBOARDSET
MDA-MB-361,AKT,ERBB,3.0,3.0,0.383628185,0.8768329,31.51967741,0.552563933,1.6605931,19.58940353,64.45,1,AKT.ERBB,LEADERBOARDSET
MDA-MB-415,AKT,ERBB,3.0,3.0,1.0,0.0,100.0,0.001394273,0.3428545,5.93422118,7.746167,1,AKT.ERBB,LEADERBOARDSET
MFM-223,AKT,ERBB,1.0,1.0,1.0,0.0,100.0,0.172915547,1.2903723,5.18120969,13.76105,1,AKT.ERBB,LEADERBOARDSET
T47D,AKT,ERBB,3.0,3.0,3.0,0.404456,27.56679948,0.12829564,1.1304723,22.01044475,35.35149,1,AKT.ERBB,LEADERBOARDSET
CAL-51,ERBB,FGFR,1.0,1.0,1.0,0.417675,56.75818538,0.028840911,2.0030046,89.92026873,17.36062,1,ERBB.FGFR,LEADERBOARDSET
HCC38,ERBB,FGFR,1.0,1.0,0.009016494,1.897804,74.28632144,0.0001,0.1,79.88362416,57.08667,1,ERBB.FGFR,LEADERBOARDSET
MDA-MB-453,ERBB,FGFR,1.0,1.0,0.167025949,3.2410223,24.21889756,0.291891629,10.0,52.99968341,6.498541,1,ERBB.FGFR,LEADERBOARDSET
SW780,ERBB,FGFR,3.0,3.0,3.0,0.3320148,74.23993951,1.0,0.0,100.0,204.428,1,ERBB.FGFR,LEADERBOARDSET
UM-UC-3,ERBB,IAP,0.03,3.0,0.010754574,0.7922126,44.97773519,1.171231333,10.0,71.29763815,-25.61069,1,ERBB.IAP,LEADERBOARDSET
VM-CUB-1,ERBB,IAP,0.03,3.0,0.000857686,0.8738978,68.90870128,0.225437116,1.6158552,55.80619652,-37.74965,1,ERBB.IAP,LEADERBOARDSET
BT-549,ERBB,MAP2K_1,1.0,1.0,0.005192112,0.624951,88.12310529,0.0123139,10.0,90.94989124,2.70114,1,ERBB.MAP2K_1,LEADERBOARDSET
CAL-51,ERBB,MAP2K_1,1.0,1.0,1.0,1.3310187,73.36592895,0.257612686,0.9925133,89.70562878,9.323546,1,ERBB.MAP2K_1,LEADERBOARDSET
HCC1143,ERBB,MAP2K_1,1.0,1.0,0.118651306,0.6051671,41.69691614,0.024765711,0.9241656,66.08451067,59.8119,1,ERBB.MAP2K_1,LEADERBOARDSET
MDA-MB-436,ERBB,MAP2K_1,1.0,1.0,0.135917665,0.7861311,61.929832,1.0,10.0,89.60004964,24.92586,1,ERBB.MAP2K_1,LEADERBOARDSET
TCCSUP,ERBB,MAP2K_1,3.0,3.0,3.0,0.2435111,20.96653681,0.005517601,0.1,80.05402492,5.529834,1,ERBB.MAP2K_1,LEADERBOARDSET
HCC1428,ERBB,MTOR_1,1.0,1.0,0.315108551,2.8645538,56.88731933,1.0,0.0,100.0,5.157013,1,ERBB.MTOR_1,LEADERBOARDSET
HCC1937,ERBB,MTOR_1,1.0,1.0,1.0,0.641336,52.52692906,0.009695573,0.471611,75.25696822,23.61464,1,ERBB.MTOR_1,LEADERBOARDSET
HCC70,ERBB,MTOR_1,1.0,3.0,0.064909015,0.4940163,8.03429794,0.273500848,2.0729132,22.08600937,29.53267,1,ERBB.MTOR_1,LEADERBOARDSET
MDA-MB-157,ERBB,MTOR_1,1.0,3.0,0.290855749,0.6235687,0.0,3.0,1.4364923,43.57832043,18.35449,1,ERBB.MTOR_1,LEADERBOARDSET
MDA-MB-453,ERBB,MTOR_1,1.0,3.0,0.075188868,2.2003422,10.96763568,3.0,0.6133918,16.05737997,20.87591,1,ERBB.MTOR_1,LEADERBOARDSET
MFM-223,ERBB,MTOR_1,1.0,1.0,0.23037477,1.1788859,13.09654086,0.132329533,10.0,92.69998791,-9.382325,1,ERBB.MTOR_1,LEADERBOARDSET
BT-549,ERBB,PIK3CA_4,1.0,1.0,0.230691507,2.1474767,79.2439519,0.302351484,10.0,84.5998192,-10.93652,1,ERBB.PIK3CA_4,LEADERBOARDSET
CAL-51,ERBB,PIK3CA_4,1.0,1.0,1.0,1.0106082,36.57537551,1.0,10.0,83.20004,9.452282,1,ERBB.PIK3CA_4,LEADERBOARDSET
HCC1806,ERBB,PIK3CA_4,1.0,1.0,0.321987467,9.9969555,67.59961023,1.0,0.0,100.0,-11.43228,1,ERBB.PIK3CA_4,LEADERBOARDSET
MDA-MB-468,ERBB,PIK3CA_4,1.0,1.0,1.0,0.0,100.0,0.106504288,10.0,88.19987609,17.9368,1,ERBB.PIK3CA_4,LEADERBOARDSET
BT-20,AKT_1,ESR1,1.0,1.0,1.0,10.0,71.400137,1.0,0.702248,32.53976558,-5.961399,1,AKT_1.ESR1,LEADERBOARDSET
HCC1806,AKT_1,ESR1,1.0,1.0,0.0001,0.1,90.02118668,0.273372078,0.9882436,8.62472403,-12.48655,1,AKT_1.ESR1,LEADERBOARDSET
MDA-MB-157,AKT_1,ESR1,1.0,1.0,0.186127539,10.0,85.56445309,1.0,0.4812878,39.83896365,4.528651,1,AKT_1.ESR1,LEADERBOARDSET
MDA-MB-436,AKT_1,ESR1,1.0,1.0,1.0,0.0,100.0,0.209500176,10.0,91.68876846,-10.63758,1,AKT_1.ESR1,LEADERBOARDSET
CAL-120,ESR1,FGFR,1.0,1.0,0.108075147,10.0,79.04977057,1.0,10.0,94.40013699,-6.589827,1,ESR1.FGFR,LEADERBOARDSET
HCC38,ESR1,FGFR,1.0,1.0,0.041240988,2.6584512,86.28070223,1.0,0.0,100.0,16.90874,1,ESR1.FGFR,LEADERBOARDSET
M14,ESR1,FGFR,1.0,1.0,1.0,10.0,82.00012335,0.008122442,10.0,92.35001207,-5.12609,1,ESR1.FGFR,LEADERBOARDSET
HCC1143,ESR1,MAP2K_1,1.0,1.0,0.045678887,0.5617985,42.03154383,1.0,0.0,100.0,-12.28567,1,ESR1.MAP2K_1,LEADERBOARDSET
HCC1395,ESR1,MAP2K_1,1.0,1.0,0.095793838,2.040157,80.8140491,1.0,0.0,100.0,-3.405475,1,ESR1.MAP2K_1,LEADERBOARDSET
HCC70,ESR1,MAP2K_1,1.0,1.0,0.219001477,1.3892379,85.90180756,1.0,0.0,100.0,10.45204,1,ESR1.MAP2K_1,LEADERBOARDSET
CAL-148,ESR1,MTOR_1,1.0,1.0,0.312023059,1.5130911,54.63454116,1.0,0.0,100.0,1.979788,1,ESR1.MTOR_1,LEADERBOARDSET
HCC1143,ESR1,MTOR_1,1.0,1.0,0.402346978,1.4089981,29.89361118,1.0,0.0,100.0,-2.400857,1,ESR1.MTOR_1,LEADERBOARDSET
HCC1937,ESR1,MTOR_1,1.0,1.0,0.877923176,1.267568,68.08851009,1.0,0.0,100.0,9.233516,1,ESR1.MTOR_1,LEADERBOARDSET
HCC38,ESR1,MTOR_1,1.0,1.0,0.311301484,10.0,72.09972753,1.0,0.0,100.0,10.82576,1,ESR1.MTOR_1,LEADERBOARDSET
HCC1419,AKT_1,ESR1_1,3.0,3.0,3.0,0.3190277,33.13885177,0.178712822,0.7958327,26.01135908,44.72711,1,AKT_1.ESR1_1,LEADERBOARDSET
HCC70,AKT_1,ESR1_1,3.0,3.0,3.0,0.6687548,12.10744555,0.324778662,0.6096475,8.78707724,47.84539,1,AKT_1.ESR1_1,LEADERBOARDSET
MDA-MB-361,AKT_1,ESR1_1,3.0,3.0,3.0,0.1590072,51.14478884,0.112282109,0.8961353,16.79053617,44.39475,1,AKT_1.ESR1_1,LEADERBOARDSET
BT-20,ESR1_1,MTOR_1,1.0,0.1,0.093441419,0.8461883,23.43664626,0.1,1.473225,57.35600307,6.625989,1,ESR1_1.MTOR_1,LEADERBOARDSET
HCC1419,ESR1_1,MTOR_1,1.0,3.0,0.13897006,2.8938539,27.92175386,3.0,0.4048805,41.50936664,-4.299855,1,ESR1_1.MTOR_1,LEADERBOARDSET
HCC1954,ESR1_1,MTOR_1,1.0,3.0,0.081643185,1.2335869,13.50728836,3.0,10.0,44.60063679,5.452487,1,ESR1_1.MTOR_1,LEADERBOARDSET
CAMA-1,ESR1_1,PIK3C,3.0,3.0,0.620957519,0.9706899,3.91742228,0.0003,0.1,4.92405603,19.46396,1,ESR1_1.PIK3C,LEADERBOARDSET
MDA-MB-157,ESR1_1,PIK3C,3.0,3.0,2.069418652,1.3592659,51.79273949,1.0,0.0,100.0,38.15052,1,ESR1_1.PIK3C,LEADERBOARDSET
T47D,ESR1_1,PIK3C,3.0,3.0,0.247457782,1.6930163,31.39296705,0.0003,0.1,42.02179426,75.39762,1,ESR1_1.PIK3C,LEADERBOARDSET
BT-20,ESR1_3,MTOR_1,1.0,3.0,0.110073969,1.9843095,36.43332744,3.0,10.0,88.60050091,7.238992,1,ESR1_3.MTOR_1,LEADERBOARDSET
HCC1419,ESR1_3,MTOR_1,1.0,3.0,0.172272971,2.7039309,25.58131442,0.588195508,0.56538,52.31852569,13.10612,1,ESR1_3.MTOR_1,LEADERBOARDSET
HCC70,ESR1_3,MTOR_1,1.0,3.0,0.205697202,0.8465197,17.57270552,0.000409226,8.457043,89.02,36.89121,1,ESR1_3.MTOR_1,LEADERBOARDSET
CAL-120,BCL2_BCL2L1,FASN,1.0,1.0,1.0,10.0,94.00040848,0.169296276,2.9721636,40.01069861,30.52438,1,BCL2_BCL2L1.FASN,LEADERBOARDSET
CAL-51,BCL2_BCL2L1,FASN,1.0,1.0,1.0,10.0,86.60003064,1.0,0.6350668,76.89840815,0.4551664,1,BCL2_BCL2L1.FASN,LEADERBOARDSET
CAMA-1,BCL2_BCL2L1,FASN,1.0,1.0,0.103151706,1.0030976,84.12567546,0.224475039,0.7271729,78.71509392,-2.209088,1,BCL2_BCL2L1.FASN,LEADERBOARDSET
HCC1428,BCL2_BCL2L1,FASN,1.0,1.0,0.248310348,10.0,90.79709201,0.120980806,1.2287857,10.01448914,36.954,1,BCL2_BCL2L1.FASN,LEADERBOARDSET
BT-20,FASN,MAP2K_1,1.0,1.0,0.071948398,1.0582311,54.5009931,0.196457344,0.995318,55.84193717,29.03847,1,FASN.MAP2K_1,LEADERBOARDSET
HCC1395,FASN,MAP2K_1,1.0,1.0,1.0,0.5016211,65.64993088,0.176588975,0.4262742,94.77660351,28.34448,1,FASN.MAP2K_1,LEADERBOARDSET
HCC70,FASN,MAP2K_1,1.0,1.0,0.330135662,0.6530727,43.04128946,0.0001,4.2105905,92.54,17.56783,1,FASN.MAP2K_1,LEADERBOARDSET
CAL-120,FASN,MTOR_1,1.0,1.0,0.171315614,2.3269442,36.5396871,0.0001,0.1,87.99573703,-8.240528,1,FASN.MTOR_1,LEADERBOARDSET
DU-4475,FASN,MTOR_1,1.0,1.0,0.125839549,1.1479737,20.10679926,1.0,1.1325263,63.38914574,2.832365,1,FASN.MTOR_1,LEADERBOARDSET
HCC70,FASN,MTOR_1,1.0,1.0,0.571858203,0.7609342,0.0,0.0001,0.1,93.05816763,-16.79818,1,FASN.MTOR_1,LEADERBOARDSET
MDA-MB-436,FASN,MTOR_1,1.0,1.0,0.181697703,2.6424512,26.45543901,1.0,10.0,91.40004727,0.463901,1,FASN.MTOR_1,LEADERBOARDSET
BT-20,AKT,FGFR,1.0,1.0,1.0,0.4668495,61.53093623,1.0,0.4287568,45.88606427,-0.467887,1,AKT.FGFR,LEADERBOARDSET
MCF7,AKT,FGFR,3.0,3.0,2.679616075,1.3307877,0.0,0.908092246,0.702925,1.58706786,-8.702746,1,AKT.FGFR,LEADERBOARDSET
MDA-MB-157,AKT,FGFR,1.0,1.0,0.032313358,2.0290003,34.19172492,0.197096176,10.0,84.28574708,13.30299,1,AKT.FGFR,LEADERBOARDSET
NCI-H1703,AKT,FGFR,3.0,3.0,1.841599454,1.2789177,0.0,0.247722223,1.3437034,10.89229633,-13.64501,1,AKT.FGFR,LEADERBOARDSET
BFTC-905,BCL2_BCL2L1,FGFR,3.0,3.0,3.0,10.0,37.00077907,0.625625481,2.1850888,70.48733796,3.842503,1,BCL2_BCL2L1.FGFR,LEADERBOARDSET
BT-474,BCL2_BCL2L1_BCL2L2,FGFR,1.0,1.0,1.0,0.0,100.0,1.0,10.0,80.40013467,-29.48545,1,BCL2_BCL2L1_BCL2L2.FGFR,LEADERBOARDSET
DMS-114,BCL2_BCL2L1_BCL2L2,FGFR,3.0,3.0,0.162277276,2.3048242,13.9406136,3.0,0.4522001,46.50628312,-9.745648,1,BCL2_BCL2L1_BCL2L2.FGFR,LEADERBOARDSET
NCI-H1703,BCL2_BCL2L1_BCL2L2,FGFR,3.0,3.0,1.653280869,1.463597,9.20427318,3.0,1.180008,29.24422511,29.35147,1,BCL2_BCL2L1_BCL2L2.FGFR,LEADERBOARDSET
NCI-H1703,Chloroquine,FGFR,3.0,3.0,1.963903426,1.4700424,0.0,1.060548173,10.0,15.9973802,-13.81034,1,Chloroquine.FGFR,LEADERBOARDSET
NCI-H520,Chloroquine,FGFR,3.0,3.0,0.065640497,2.1417923,65.87658414,1.221289976,10.0,82.39779888,5.047053,1,Chloroquine.FGFR,LEADERBOARDSET
KATOIII,ERBB,FGFR,0.01,3.0,0.003634138,10.0,16.69664972,1.038881066,10.0,72.39928163,7.404942,1,ERBB.FGFR,LEADERBOARDSET
KMS-11,ERBB,FGFR,0.03,3.0,0.015902129,10.0,47.80876161,0.0003,0.1,90.39976905,-21.53985,1,ERBB.FGFR,LEADERBOARDSET
MFM-223,FGFR,MTOR_1,1.0,1.0,0.30660881,1.2928065,6.99968599,0.126364602,0.6045424,5.06832069,24.27678,1,FGFR.MTOR_1,LEADERBOARDSET
NCI-H520,FGFR,MTOR_1,1.0,3.0,0.167678484,1.5174547,17.9419016,0.158357927,1.2399322,63.31397229,73.34624,1,FGFR.MTOR_1,LEADERBOARDSET
SW780,FGFR,MTOR_1,1.0,3.0,0.38467641,2.4304769,11.6095278,0.629725411,0.4551813,0.0,-33.1241,1,FGFR.MTOR_1,LEADERBOARDSET
CAMA-1,FGFR,MTOR_3,1.0,1.0,0.0001,0.1,7.97685877,0.118318271,10.0,86.5995992,19.8305,1,FGFR.MTOR_3,LEADERBOARDSET
HCC1500,FGFR,MTOR_3,1.0,1.0,0.000216788,9.7969963,11.28000002,0.337601849,0.6963943,0.0,8.332362,1,FGFR.MTOR_3,LEADERBOARDSET
CAMA-1,FGFR,PIK3C_MTOR,1.0,1.0,0.250437041,3.7149164,33.62354946,1.0,0.0,100.0,25.62621,1,FGFR.PIK3C_MTOR,LEADERBOARDSET
HCC1419,FGFR,PIK3C_MTOR,1.0,1.0,0.12200796,6.9023043,12.96205668,1.0,0.0,100.0,-6.69035,1,FGFR.PIK3C_MTOR,LEADERBOARDSET
HCC1419,FGFR,Proteasome_2,1.0,1.0,0.009430277,1.7571689,11.00780425,1.0,0.0,100.0,1.368283,1,FGFR.Proteasome_2,LEADERBOARDSET
NCI-H1703,FGFR,Proteasome_2,0.1,3.0,0.002212558,3.1176491,1.70475336,1.937457758,1.1428852,0.0,9.185287,1,FGFR.Proteasome_2,LEADERBOARDSET
T47D,FGFR,Proteasome_2,1.0,1.0,0.009713884,2.767486,17.31750405,1.0,0.0,100.0,-5.235631,1,FGFR.Proteasome_2,LEADERBOARDSET
CAL-120,FGFR,WNT,3.0,3.0,0.133972924,1.023512,9.1872469,0.057380913,0.5757463,39.49222786,16.16667,1,FGFR.WNT,LEADERBOARDSET
DMS-114,FGFR,WNT,3.0,3.0,0.446755627,1.8085165,13.1382737,0.195975682,2.9804496,19.03665147,-9.653183,1,FGFR.WNT,LEADERBOARDSET
647-V,ATM,Gemcitabine,0.1,3.0,0.005075814,3.2545559,0.0,0.226768089,0.5797274,93.80555298,7.063501,1,ATM.Gemcitabine,LEADERBOARDSET
HT-1197,ATM,Gemcitabine,0.1,3.0,0.007324043,3.2664685,27.18859927,1.0,0.0,100.0,11.54289,1,ATM.Gemcitabine,LEADERBOARDSET
HT-1197,BCL2_BCL2L1,Gemcitabine,0.1,3.0,0.005788002,1.4162832,16.32763017,2.999999986,0.1554789,70.31722527,26.631,1,BCL2_BCL2L1.Gemcitabine,LEADERBOARDSET
VM-CUB-1,BCL2_BCL2L1,Gemcitabine,0.1,3.0,0.004717763,3.5970624,6.47459912,0.1205262,0.8878901,82.90464943,22.02222,1,BCL2_BCL2L1.Gemcitabine,LEADERBOARDSET
TCCSUP,ERBB,Gemcitabine,0.1,3.0,0.002802787,3.8470733,8.07273307,3.0,0.7260776,85.11499845,2.7314,1,ERBB.Gemcitabine,LEADERBOARDSET
VM-CUB-1,ERBB,Gemcitabine,0.1,3.0,0.006025116,3.7795979,5.26628384,1.374169974,10.0,79.99186752,-10.00253,1,ERBB.Gemcitabine,LEADERBOARDSET
647-V,Gemcitabine,PARP1,3.0,0.1,3.0,0.6527785,46.91729919,0.004799331,3.4740091,0.0,17.45411,1,Gemcitabine.PARP1,LEADERBOARDSET
TCCSUP,Gemcitabine,PARP1,3.0,0.1,2.410466004,1.4969622,40.85989718,0.003107803,10.0,9.36636465,-1.577607,1,Gemcitabine.PARP1,LEADERBOARDSET
BFTC-905,ATR_4,HDAC_4,3.0,3.0,0.374906334,1.9765672,14.81859184,1.044105178,3.3772771,11.56544786,-24.89871,1,ATR_4.HDAC_4,LEADERBOARDSET
KU-19-19,ATR_4,HDAC_4,3.0,3.0,0.998240139,10.0,9.39842698,1.30925985,10.0,22.58060061,-29.57516,1,ATR_4.HDAC_4,LEADERBOARDSET
SW780,HDAC_4,PARP1,3.0,3.0,0.0003,0.1,86.19900658,0.610024428,0.4057367,0.0,10.51917,1,HDAC_4.PARP1,LEADERBOARDSET
HT-1197,HSP90,PARP1,3.0,3.0,0.791847226,2.8446611,69.75836011,0.130405802,2.2772262,23.54810099,11.94276,1,HSP90.PARP1,LEADERBOARDSET
UM-UC-3,HSP90,PARP1,3.0,0.3,1.079807281,9.6896008,85.09925471,0.116048569,10.0,19.09393048,35.66215,1,HSP90.PARP1,LEADERBOARDSET
A549,ATR_4,IAP,3.0,3.0,3.0,0.2487201,67.64209935,1.263161499,10.0,39.88947427,12.82149,1,ATR_4.IAP,LEADERBOARDSET
J82,ATR_4,IAP,3.0,3.0,0.002601207,0.3573043,11.42696557,3.0,1.2176992,2.10992066,-5.438657,1,ATR_4.IAP,LEADERBOARDSET
NCI-H2170,ATR_4,IAP,3.0,3.0,0.037019162,0.3008634,74.60744959,1.069807748,10.0,59.39864103,-41.92062,1,ATR_4.IAP,LEADERBOARDSET
NCI-H3122,ATR_4,IAP,0.3,3.0,1.0,0.0,100.0,1.028532131,10.0,9.09788521,21.20925,1,ATR_4.IAP,LEADERBOARDSET
TCCSUP,ATR_4,IAP,0.03,3.0,0.000288249,0.5492587,68.53877242,0.83632105,2.2925507,18.38265089,32.46173,1,ATR_4.IAP,LEADERBOARDSET
BT-20,BCL2L1,IAP,3.0,3.0,3.0,0.2413087,54.24787282,3.0,0.1555315,50.03301287,102.0156,1,BCL2L1.IAP,LEADERBOARDSET
CAMA-1,BCL2L1,IAP,3.0,3.0,0.0003,0.1248447,0.0,3.0,0.2902079,70.81677582,18.39544,1,BCL2L1.IAP,LEADERBOARDSET
HCC1569,BCL2L1,IAP,3.0,3.0,3.0,0.1085743,8.08198875,0.658420637,0.358655,0.0,90.18785,1,BCL2L1.IAP,LEADERBOARDSET
HCC70,BCL2L1,IAP,3.0,3.0,0.27927852,2.3054186,5.09486803,0.17163925,1.8556368,6.52229087,0.9717134,1,BCL2L1.IAP,LEADERBOARDSET
MDA-MB-468,BCL2L1,IAP,3.0,3.0,3.0,0.2762553,20.82908552,3.0,0.4733886,41.89303947,58.66853,1,BCL2L1.IAP,LEADERBOARDSET
NCI-H522,BCL2L1,IAP,0.3,3.0,0.006451814,0.1998991,0.0,3.0,0.1400977,58.52534958,69.62387,1,BCL2L1.IAP,LEADERBOARDSET
BFTC-905,BCL2_BCL2L1,IAP,3.0,3.0,0.0003,0.2736087,0.0,0.911424148,0.6483392,53.90823509,0.1546429,1,BCL2_BCL2L1.IAP,LEADERBOARDSET
