CELL_LINE,COMBINATION_ID,OBSERVATION
HCC1428,MAP2K_1.MTOR_1,3.243592
HCC1806,MAP2K_1.MTOR_1,14.34996
HCC38,MAP2K_1.MTOR_1,4.534253
HCC70,MAP2K_1.MTOR_1,22.43619
Hs-578-T,MAP2K_1.MTOR_1,7.696937
HT-1197,MAP2K_1.MTOR_1,23.74794
J82,MAP2K_1.MTOR_1,34.14089
KU-19-19,MAP2K_1.MTOR_1,-31.01098
MDA-MB-157,MAP2K_1.MTOR_1,23.27338
MDA-MB-453,MAP2K_1.MTOR_1,-10.03672
MDA-MB-468,MAP2K_1.MTOR_1,-0.9221652
MFM-223,MAP2K_1.MTOR_1,-9.954348
M14,MAP2K_1.MTOR_1,-13.63462
T-24,MAP2K_1.MTOR_1,30.88296
VM-CUB-1,MAP2K_1.MTOR_1,-6.288553
BT-20,MTOR_1.PIK3C,5.682313
BT-474,MTOR_1.PIK3C,-6.713923
CAMA-1,MTOR_1.PIK3C,-6.437105
HCC1395,MTOR_1.PIK3C,1.444958
HCC1419,MTOR_1.PIK3C,10.28707
HCC1954,MTOR_1.PIK3C,31.8205
HCC70,MTOR_1.PIK3C,-15.16889
KU-19-19,MTOR_1.PIK3C,-97.17922
MCF7,MTOR_1.PIK3C,19.36093
T-24,MTOR_1.PIK3C,17.31921
T47D,MTOR_1.PIK3C,18.13581
TCCSUP,MTOR_1.PIK3C,9.250581
VM-CUB-1,MTOR_1.PIK3C,35.7663
CAMA-1,HDAC_4.PARP1,-54.12328
HCC1419,HDAC_4.PARP1,-24.28504
MCF7,HDAC_4.PARP1,3.734453
MDA-MB-175-VII,HDAC_4.PARP1,-95.074
T47D,HDAC_4.PARP1,-373.361
UACC-812,HDAC_4.PARP1,14.92222
BT-474,HSP90.PARP1,10.44146
MCF7,HSP90.PARP1,27.75355
MDA-MB-175-VII,HSP90.PARP1,-25.57276
BT-20,PARP1.PIK3C,22.76175
BT-549,PARP1.PIK3C,20.02537
CAL-148,PARP1.PIK3C,32.29261
CAMA-1,PARP1.PIK3C,4.757508
HCC1428,PARP1.PIK3C,-0.1306266
Hs-578-T,PARP1.PIK3C,-4.66841
MDA-MB-157,PARP1.PIK3C,24.96887
MDA-MB-436,PARP1.PIK3C,4.259663
MDA-MB-453,PARP1.PIK3C,3.31332
MDA-MB-468,PARP1.PIK3C,10.54166
MFM-223,PARP1.PIK3C,16.6942
BT-549,PARP1.PIK3CB_PIK3CD,22.9615
CAL-120,PARP1.PIK3CB_PIK3CD,7.779486
CAL-51,PARP1.PIK3CB_PIK3CD,9.937758
DU-4475,PARP1.PIK3CB_PIK3CD,22.62157
HCC1187,PARP1.PIK3CB_PIK3CD,13.51102
HCC1395,PARP1.PIK3CB_PIK3CD,14.83117
HCC1428,PARP1.PIK3CB_PIK3CD,-0.4745446
HCC1806,PARP1.PIK3CB_PIK3CD,21.40489
HCC1937,PARP1.PIK3CB_PIK3CD,26.99353
HCC38,PARP1.PIK3CB_PIK3CD,1.844097
HCC70,PARP1.PIK3CB_PIK3CD,1.029495
Hs-578-T,PARP1.PIK3CB_PIK3CD,-26.43047
MDA-MB-157,PARP1.PIK3CB_PIK3CD,21.95086
MDA-MB-468,PARP1.PIK3CB_PIK3CD,12.63891
A549,ADAM17.PIK3C,-1.536877
Calu-3,ADAM17.PIK3C,3.305902
DMS-114,ADAM17.PIK3C,4.655709
NCI-H1299,ADAM17.PIK3C,9.327795
NCI-H1793,ADAM17.PIK3C,53.52265
NCI-H1975,ADAM17.PIK3C,-2.276951
NCI-H2085,ADAM17.PIK3C,36.53175
NCI-H2170,ADAM17.PIK3C,13.22047
NCI-H23,ADAM17.PIK3C,-6.851331
NCI-H520,ADAM17.PIK3C,0.007386935
NCI-H838,ADAM17.PIK3C,20.0607
SW900,ADAM17.PIK3C,11.75751
BT-474,AKT_1.PIK3C,43.08746
CAMA-1,AKT_1.PIK3C,53.88914
HCC1187,AKT_1.PIK3C,33.17804
HCC1569,AKT_1.PIK3C,29.80419
HCC1954,AKT_1.PIK3C,84.41957
HCC70,AKT_1.PIK3C,-4.891449
MDA-MB-157,AKT_1.PIK3C,24.49272
MDA-MB-453,AKT_1.PIK3C,53.06514
MDA-MB-468,AKT_1.PIK3C,24.37863
T47D,AKT_1.PIK3C,13.37755
Calu-3,ALK.PIK3C,34.40694
Calu-6,ALK.PIK3C,0.8608555
DMS-114,ALK.PIK3C,26.71756
NCI-H1437,ALK.PIK3C,2.572496
NCI-H1563,ALK.PIK3C,25.41691
NCI-H1975,ALK.PIK3C,34.9084
NCI-H2170,ALK.PIK3C,-36.25801
NCI-H2228,ALK.PIK3C,26.98395
NCI-H226,ALK.PIK3C,34.84727
NCI-H3122,ALK.PIK3C,23.94169
NCI-H520,ALK.PIK3C,5.202981
NCI-H522,ALK.PIK3C,27.61071
SW900,ALK.PIK3C,37.18965
647-V,HSP90.PIK3C,-4.008479
HT-1376,HSP90.PIK3C,-2.994842
KU-19-19,HSP90.PIK3C,-36.68453
T-24,HSP90.PIK3C,-13.32454
UM-UC-3,HSP90.PIK3C,-4.968216
VM-CUB-1,HSP90.PIK3C,0.4810218
BFTC-905,IAP.PIK3C,3.215552
HT-1197,IAP.PIK3C,35.633
KU-19-19,IAP.PIK3C,-140.0021
TCCSUP,IAP.PIK3C,29.79253
UM-UC-3,IAP.PIK3C,-16.0194
VM-CUB-1,IAP.PIK3C,14.95352
647-V,MAP2K_1.PIK3C,59.11532
BT-20,MAP2K_1.PIK3C,42.04421
CAL-120,MAP2K_1.PIK3C,17.25819
HCC1143,MAP2K_1.PIK3C,38.74999
HCC1187,MAP2K_1.PIK3C,46.84535
HCC1395,MAP2K_1.PIK3C,30.92811
HCC1937,MAP2K_1.PIK3C,19.42189
HCC38,MAP2K_1.PIK3C,0.3925452
HT-1197,MAP2K_1.PIK3C,11.22964
HT-1376,MAP2K_1.PIK3C,31.89342
KU-19-19,MAP2K_1.PIK3C,-15.7379
MDA-MB-231,MAP2K_1.PIK3C,35.97158
MDA-MB-453,MAP2K_1.PIK3C,4.76991
MDA-MB-468,MAP2K_1.PIK3C,20.51677
T-24,MAP2K_1.PIK3C,70.5352
TCCSUP,MAP2K_1.PIK3C,17.31489
VM-CUB-1,MAP2K_1.PIK3C,62.30205
BT-20,MTOR_1.PIK3C,14.62486
BT-549,MTOR_1.PIK3C,0.9634879
CAL-148,MTOR_1.PIK3C,20.43965
CAMA-1,MTOR_1.PIK3C,40.70774
HCC1143,MTOR_1.PIK3C,10.80949
HCC1187,MTOR_1.PIK3C,0.22879
HCC1395,MTOR_1.PIK3C,2.770118
HCC1428,MTOR_1.PIK3C,-2.263145
HCC1937,MTOR_1.PIK3C,15.83587
HCC38,MTOR_1.PIK3C,11.51026
HCC70,MTOR_1.PIK3C,27.19971
Hs-578-T,MTOR_1.PIK3C,12.61012
MDA-MB-231,MTOR_1.PIK3C,38.73388
M14,MTOR_1.PIK3C,-3.689704
647-V,PARP1.PIK3C,13.11811
BFTC-905,PARP1.PIK3C,59.57785
HT-1197,PARP1.PIK3C,7.750952
KU-19-19,PARP1.PIK3C,-115.56
SW780,PARP1.PIK3C,-13.53915
T-24,PARP1.PIK3C,-20.87728
VM-CUB-1,PARP1.PIK3C,25.35557
BFTC-905,PIK3C.PIM1,47.83311
HT-1197,PIK3C.PIM1,41.29233
HT-1376,PIK3C.PIM1,-0.08082758
J82,PIK3C.PIM1,33.36653
KU-19-19,PIK3C.PIM1,-160.659
T-24,PIK3C.PIM1,3.578123
VM-CUB-1,PIK3C.PIM1,13.76449
HT-1197,PIK3C.TNFSF10,-7.765347
J82,PIK3C.TNFSF10,-2.773666
KU-19-19,PIK3C.TNFSF10,-117.0729
T-24,PIK3C.TNFSF10,-38.6228
TCCSUP,PIK3C.TNFSF10,14.9569
UM-UC-3,PIK3C.TNFSF10,3.792637
Calu-3,CSNK2A1_2.PIK3CA_3,-22.32891
DMS-114,CSNK2A1_2.PIK3CA_3,-10.98224
NCI-H1437,CSNK2A1_2.PIK3CA_3,19.86072
NCI-H1563,CSNK2A1_2.PIK3CA_3,6.83887
NCI-H1703,CSNK2A1_2.PIK3CA_3,2.493606
NCI-H1975,CSNK2A1_2.PIK3CA_3,34.44695
NCI-H2170,CSNK2A1_2.PIK3CA_3,3.707614
NCI-H2228,CSNK2A1_2.PIK3CA_3,30.77961
NCI-H226,CSNK2A1_2.PIK3CA_3,43.95368
NCI-H3122,CSNK2A1_2.PIK3CA_3,10.18352
NCI-H358,CSNK2A1_2.PIK3CA_3,21.87577
NCI-H838,CSNK2A1_2.PIK3CA_3,27.3109
BT-20,MTOR_1.PIK3CA_4,21.35294
BT-549,MTOR_1.PIK3CA_4,3.326553
CAL-120,MTOR_1.PIK3CA_4,17.25202
CAL-148,MTOR_1.PIK3CA_4,15.12149
DU-4475,MTOR_1.PIK3CA_4,-35.60649
HCC1143,MTOR_1.PIK3CA_4,15.59288
HCC1187,MTOR_1.PIK3CA_4,4.002826
HCC1937,MTOR_1.PIK3CA_4,3.53733
Hs-578-T,MTOR_1.PIK3CA_4,44.36827
MDA-MB-453,MTOR_1.PIK3CA_4,-1.500567
MFM-223,MTOR_1.PIK3CA_4,21.9132
M14,MTOR_1.PIK3CA_4,-11.71238
BT-20,PIK3C_2.PIK3CA_4,-10.77771
BT-549,PIK3C_2.PIK3CA_4,3.404341
HCC1143,PIK3C_2.PIK3CA_4,0.2602172
HCC1187,PIK3C_2.PIK3CA_4,16.37772
HCC1937,PIK3C_2.PIK3CA_4,10.2543
HCC38,PIK3C_2.PIK3CA_4,-4.623039
Hs-578-T,PIK3C_2.PIK3CA_4,3.139188
MDA-MB-157,PIK3C_2.PIK3CA_4,11.72995
MDA-MB-231,PIK3C_2.PIK3CA_4,9.045958
MDA-MB-436,PIK3C_2.PIK3CA_4,-1.91057
MDA-MB-468,PIK3C_2.PIK3CA_4,-2.878204
M14,PIK3C_2.PIK3CA_4,-1.968565
A549,ALK_2.PIK3CB,31.25151
Calu-3,ALK_2.PIK3CB,-21.13922
DMS-114,ALK_2.PIK3CB,26.01248
NCI-H1437,ALK_2.PIK3CB,23.06369
NCI-H1563,ALK_2.PIK3CB,44.22527
NCI-H1703,ALK_2.PIK3CB,20.98278
NCI-H1975,ALK_2.PIK3CB,48.32354
NCI-H2228,ALK_2.PIK3CB,34.53177
NCI-H226,ALK_2.PIK3CB,87.45666
NCI-H520,ALK_2.PIK3CB,27.13055
NCI-H522,ALK_2.PIK3CB,6.436748
NCI-H838,ALK_2.PIK3CB,54.76063
A549,PIK3CB.Topotecan,-1.348835
NCI-H1703,PIK3CB.Topotecan,6.193549
NCI-H1793,PIK3CB.Topotecan,36.33373
NCI-H2085,PIK3CB.Topotecan,10.44887
NCI-H2228,PIK3CB.Topotecan,-11.22572
NCI-H226,PIK3CB.Topotecan,-1.835498
NCI-H3122,PIK3CB.Topotecan,-9.509719
NCI-H358,PIK3CB.Topotecan,20.58626
NCI-H522,PIK3CB.Topotecan,-1.496256
NCI-H838,PIK3CB.Topotecan,19.76374
SW900,PIK3CB.Topotecan,10.43293
647-V,EG5.PIK3CB_PIK3CD,-15.75108
BFTC-905,EG5.PIK3CB_PIK3CD,6.20384
HT-1197,EG5.PIK3CB_PIK3CD,44.27238
KU-19-19,EG5.PIK3CB_PIK3CD,-63.70476
UM-UC-3,EG5.PIK3CB_PIK3CD,-13.20491
VM-CUB-1,EG5.PIK3CB_PIK3CD,-7.814339
HT-1197,PARP1.PIK3CB_PIK3CD,20.68262
HT-1376,PARP1.PIK3CB_PIK3CD,12.15362
KU-19-19,PARP1.PIK3CB_PIK3CD,-86.55571
T-24,PARP1.PIK3CB_PIK3CD,0.276685
VCaP,PIK3CB_PIK3CD.PIK3CB_PIK3CD,-128.0491
647-V,BCL2_BCL2L1.PIM1,61.93823
BFTC-905,BCL2_BCL2L1.PIM1,53.77934
CAL-148,BCL2_BCL2L1.PIM1,64.96824
DU-4475,BCL2_BCL2L1.PIM1,-0.4213918
HCC1143,BCL2_BCL2L1.PIM1,-15.04397
HCC1187,BCL2_BCL2L1.PIM1,18.33449
HCC1806,BCL2_BCL2L1.PIM1,-18.87524
HCC38,BCL2_BCL2L1.PIM1,64.09607
HCC70,BCL2_BCL2L1.PIM1,-43.07365
Hs-578-T,BCL2_BCL2L1.PIM1,22.63242
MDA-MB-231,BCL2_BCL2L1.PIM1,59.91482
MDA-MB-468,BCL2_BCL2L1.PIM1,34.87431
MFM-223,BCL2_BCL2L1.PIM1,-78.25283
M14,BCL2_BCL2L1.PIM1,103.5371
SW780,BCL2_BCL2L1.PIM1,87.04385
TCCSUP,BCL2_BCL2L1.PIM1,11.05319
UM-UC-3,BCL2_BCL2L1.PIM1,39.24142
VM-CUB-1,BCL2_BCL2L1.PIM1,8.40611
BT-549,MAP2K_1.PIM1,22.0379
CAL-120,MAP2K_1.PIM1,21.77097
CAL-148,MAP2K_1.PIM1,26.20163
DU-4475,MAP2K_1.PIM1,12.87147
HCC1143,MAP2K_1.PIM1,14.76144
HCC1806,MAP2K_1.PIM1,37.84039
HCC1937,MAP2K_1.PIM1,22.03986
HCC38,MAP2K_1.PIM1,21.9704
HCC70,MAP2K_1.PIM1,12.69365
MDA-MB-231,MAP2K_1.PIM1,18.82947
MDA-MB-453,MAP2K_1.PIM1,9.068078
MDA-MB-468,MAP2K_1.PIM1,0.83471
M14,MAP2K_1.PIM1,16.23689
BT-20,PIK3C.PIM1,30.07561
BT-549,PIK3C.PIM1,22.86808
CAL-120,PIK3C.PIM1,-13.8655
CAMA-1,PIK3C.PIM1,8.094075
DU-4475,PIK3C.PIM1,53.87112
HCC1143,PIK3C.PIM1,24.2367
HCC1806,PIK3C.PIM1,38.75904
HCC1937,PIK3C.PIM1,-0.630942
HCC70,PIK3C.PIM1,5.983637
Hs-578-T,PIK3C.PIM1,-27.41054
MDA-MB-436,PIK3C.PIM1,16.72996
MFM-223,PIK3C.PIM1,-18.74556
DMS-114,PIM1.TOP2_2,44.70102
NCI-H1299,PIM1.TOP2_2,40.73554
NCI-H1563,PIM1.TOP2_2,-95.57235
NCI-H1793,PIM1.TOP2_2,46.48285
NCI-H1975,PIM1.TOP2_2,46.20775
NCI-H2170,PIM1.TOP2_2,103.6661
NCI-H2228,PIM1.TOP2_2,66.89596
NCI-H3122,PIM1.TOP2_2,25.8169
NCI-H358,PIM1.TOP2_2,32.70716
NCI-H520,PIM1.TOP2_2,77.16998
NCI-H522,PIM1.TOP2_2,51.57545
NCI-H838,PIM1.TOP2_2,13.87297
SW900,PIM1.TOP2_2,22.93148
BT-20,AKT.PIP5K1,31.56132
BT-549,AKT.PIP5K1,-9.036282
CAL-120,AKT.PIP5K1,31.54576
CAL-148,AKT.PIP5K1,9.311391
CAMA-1,AKT.PIP5K1,4.095683
DU-4475,AKT.PIP5K1,-42.5307
HCC1395,AKT.PIP5K1,9.475774
HCC1428,AKT.PIP5K1,-1.395562
HCC1806,AKT.PIP5K1,2.481109
HCC38,AKT.PIP5K1,-13.18842
Hs-578-T,AKT.PIP5K1,-36.37388
MDA-MB-468,AKT.PIP5K1,3.989298
MFM-223,AKT.PIP5K1,13.94876
CAL-120,MAP2K_1.PIP5K1,-63.80249
CAL-148,MAP2K_1.PIP5K1,5.238078
CAL-51,MAP2K_1.PIP5K1,9.547578
CAMA-1,MAP2K_1.PIP5K1,-6.002984
DU-4475,MAP2K_1.PIP5K1,-1.467706
HCC1143,MAP2K_1.PIP5K1,-37.82343
HCC1187,MAP2K_1.PIP5K1,4.297028
HCC1395,MAP2K_1.PIP5K1,15.03023
HCC1428,MAP2K_1.PIP5K1,-8.722925
HCC1937,MAP2K_1.PIP5K1,7.869519
HCC70,MAP2K_1.PIP5K1,-11.47321
Hs-578-T,MAP2K_1.PIP5K1,17.39293
MDA-MB-453,MAP2K_1.PIP5K1,-63.07964
M14,MAP2K_1.PIP5K1,53.1239
BT-549,PIK3C.PIP5K1,-4.011929
CAMA-1,PIK3C.PIP5K1,-10.80256
DU-4475,PIK3C.PIP5K1,-50.31269
HCC1187,PIK3C.PIP5K1,-41.79166
HCC1806,PIK3C.PIP5K1,-12.64251
HCC1937,PIK3C.PIP5K1,0.8612791
HCC38,PIK3C.PIP5K1,-39.80713
HCC70,PIK3C.PIP5K1,-19.48857
Hs-578-T,PIK3C.PIP5K1,-69.60079
MDA-MB-157,PIK3C.PIP5K1,-17.13851
MDA-MB-453,PIK3C.PIP5K1,-15.98586
MDA-MB-468,PIK3C.PIP5K1,-24.26203
M14,PIK3C.PIP5K1,5.194212
BT-20,PIK3CB_PIK3CD.PIP5K1,-0.1666601
BT-549,PIK3CB_PIK3CD.PIP5K1,-0.7228399
CAL-148,PIK3CB_PIK3CD.PIP5K1,-10.30196
CAMA-1,PIK3CB_PIK3CD.PIP5K1,-9.863793
DU-4475,PIK3CB_PIK3CD.PIP5K1,-48.75564
HCC1187,PIK3CB_PIK3CD.PIP5K1,-25.89079
HCC1806,PIK3CB_PIK3CD.PIP5K1,-14.63024
HCC1937,PIK3CB_PIK3CD.PIP5K1,13.38637
HCC38,PIK3CB_PIK3CD.PIP5K1,-24.36761
Hs-578-T,PIK3CB_PIK3CD.PIP5K1,-57.90528
MDA-MB-157,PIK3CB_PIK3CD.PIP5K1,-9.560019
MDA-MB-436,PIK3CB_PIK3CD.PIP5K1,-8.865079
MDA-MB-468,PIK3CB_PIK3CD.PIP5K1,-12.38771
MFM-223,PIK3CB_PIK3CD.PIP5K1,-23.16893
CAL-148,BCL2_BCL2L1.SLC16A4,32.95021
CAMA-1,BCL2_BCL2L1.SLC16A4,11.93112
DU-4475,BCL2_BCL2L1.SLC16A4,4.567143
HCC1143,BCL2_BCL2L1.SLC16A4,4.043294
HCC1395,BCL2_BCL2L1.SLC16A4,17.3869
HCC1428,BCL2_BCL2L1.SLC16A4,29.65441
HCC1806,BCL2_BCL2L1.SLC16A4,-16.43859
HCC38,BCL2_BCL2L1.SLC16A4,14.76245
Hs-578-T,BCL2_BCL2L1.SLC16A4,2.761414
MDA-MB-157,BCL2_BCL2L1.SLC16A4,41.782
MDA-MB-231,BCL2_BCL2L1.SLC16A4,35.91136
MFM-223,BCL2_BCL2L1.SLC16A4,8.109478
BT-20,FGFR.SLC16A4,28.17354
BT-549,FGFR.SLC16A4,-37.88861
CAMA-1,FGFR.SLC16A4,-7.385175
DU-4475,FGFR.SLC16A4,-27.75176
HCC1187,FGFR.SLC16A4,-3.527172
HCC1395,FGFR.SLC16A4,6.107714
HCC1428,FGFR.SLC16A4,-10.43832
HCC38,FGFR.SLC16A4,13.50662
HCC70,FGFR.SLC16A4,-13.2687
Hs-578-T,FGFR.SLC16A4,16.46946
MDA-MB-157,FGFR.SLC16A4,21.40012
MDA-MB-436,FGFR.SLC16A4,-9.461145
MDA-MB-453,FGFR.SLC16A4,-51.41712
BT-20,MAP2K_1.SLC16A4,14.30177
CAL-120,MAP2K_1.SLC16A4,3.876511
CAL-148,MAP2K_1.SLC16A4,30.3659
CAMA-1,MAP2K_1.SLC16A4,-22.20093
DU-4475,MAP2K_1.SLC16A4,2.882632
HCC1143,MAP2K_1.SLC16A4,1.357379
HCC1395,MAP2K_1.SLC16A4,23.11047
HCC1806,MAP2K_1.SLC16A4,20.66885
HCC38,MAP2K_1.SLC16A4,11.04773
Hs-578-T,MAP2K_1.SLC16A4,15.96133
MDA-MB-157,MAP2K_1.SLC16A4,26.04463
MDA-MB-436,MAP2K_1.SLC16A4,8.836613
BT-549,MTOR_1.SLC16A4,-13.05606
CAL-120,MTOR_1.SLC16A4,-8.942542
CAL-148,MTOR_1.SLC16A4,2.428465
DU-4475,MTOR_1.SLC16A4,-6.124153
HCC1143,MTOR_1.SLC16A4,-10.00178
HCC1428,MTOR_1.SLC16A4,2.413511
HCC38,MTOR_1.SLC16A4,-29.67223
HCC70,MTOR_1.SLC16A4,-9.897938
MDA-MB-157,MTOR_1.SLC16A4,-5.522929
MDA-MB-436,MTOR_1.SLC16A4,-2.881406
MDA-MB-453,MTOR_1.SLC16A4,-14.84701
MFM-223,MTOR_1.SLC16A4,-0.9842621
M14,MTOR_1.SLC16A4,-20.13516
CAL-120,PIK3CB_PIK3CD.SLC16A4,8.528798
CAL-148,PIK3CB_PIK3CD.SLC16A4,-22.35887
CAL-51,PIK3CB_PIK3CD.SLC16A4,11.13845
DU-4475,PIK3CB_PIK3CD.SLC16A4,-39.29797
HCC1143,PIK3CB_PIK3CD.SLC16A4,3.361126
HCC1187,PIK3CB_PIK3CD.SLC16A4,5.336116
HCC1395,PIK3CB_PIK3CD.SLC16A4,3.935983
HCC1806,PIK3CB_PIK3CD.SLC16A4,-0.3957757
HCC1937,PIK3CB_PIK3CD.SLC16A4,15.20795
HCC38,PIK3CB_PIK3CD.SLC16A4,-1.133418
HCC70,PIK3CB_PIK3CD.SLC16A4,12.66288
Hs-578-T,PIK3CB_PIK3CD.SLC16A4,10.72172
MDA-MB-436,PIK3CB_PIK3CD.SLC16A4,13.25013
C32,IGFR_3.TKI,-4.845865
HCT-116,IGFR_3.TKI,-49.38698
LS-513,IGFR_3.TKI,25.20136
RKO,IGFR_3.TKI,-19.0843
SW48,IGFR_3.TKI,41.05569
SW837,IGFR_3.TKI,19.76623
Calu-3,CSNK2A1_2.TNFSF10,1.802
NCI-H1299,CSNK2A1_2.TNFSF10,0.04781795
NCI-H1563,CSNK2A1_2.TNFSF10,0.963779
NCI-H2085,CSNK2A1_2.TNFSF10,6.329147
NCI-H2170,CSNK2A1_2.TNFSF10,-16.27782
NCI-H2228,CSNK2A1_2.TNFSF10,17.88657
NCI-H226,CSNK2A1_2.TNFSF10,37.45441
NCI-H2291,CSNK2A1_2.TNFSF10,-19.99862
NCI-H23,CSNK2A1_2.TNFSF10,-12.0481
NCI-H3122,CSNK2A1_2.TNFSF10,-7.164226
NCI-H358,CSNK2A1_2.TNFSF10,7.644483
NCI-H520,CSNK2A1_2.TNFSF10,-4.959348
NCI-H522,CSNK2A1_2.TNFSF10,34.45437
BT-549,AKT.TNKS_PARP6,-1.423423
CAL-148,AKT.TNKS_PARP6,11.96001
CAMA-1,AKT.TNKS_PARP6,32.40212
DU-4475,AKT.TNKS_PARP6,8.332856
HCC1187,AKT.TNKS_PARP6,16.31044
HCC1806,AKT.TNKS_PARP6,5.418103
HCC1937,AKT.TNKS_PARP6,52.92926
HCC38,AKT.TNKS_PARP6,26.93747
MDA-MB-157,AKT.TNKS_PARP6,13.26256
MDA-MB-453,AKT.TNKS_PARP6,28.43237
MDA-MB-468,AKT.TNKS_PARP6,6.330129
MFM-223,AKT.TNKS_PARP6,-9.763689
M14,AKT.TNKS_PARP6,26.30001
BT-20,FGFR.TNKS_PARP6,2.072074
CAL-148,FGFR.TNKS_PARP6,-6.953573
HCC1143,FGFR.TNKS_PARP6,0.5520839
HCC1187,FGFR.TNKS_PARP6,-0.5664
HCC1395,FGFR.TNKS_PARP6,9.977274
HCC1428,FGFR.TNKS_PARP6,-3.187302
HCC1806,FGFR.TNKS_PARP6,-1.040407
HCC1937,FGFR.TNKS_PARP6,21.77643
HCC38,FGFR.TNKS_PARP6,-34.06364
MDA-MB-157,FGFR.TNKS_PARP6,25.96628
MDA-MB-231,FGFR.TNKS_PARP6,2.327113
MDA-MB-453,FGFR.TNKS_PARP6,1.779814
M14,FGFR.TNKS_PARP6,3.64321
BT-20,MTOR_1.TNKS_PARP6,-0.6367973
CAL-120,MTOR_1.TNKS_PARP6,25.40705
CAMA-1,MTOR_1.TNKS_PARP6,0.3666923
HCC1187,MTOR_1.TNKS_PARP6,5.883256
HCC1395,MTOR_1.TNKS_PARP6,3.03363
HCC1428,MTOR_1.TNKS_PARP6,27.27083
HCC1937,MTOR_1.TNKS_PARP6,3.399323
HCC38,MTOR_1.TNKS_PARP6,-5.615545
HCC70,MTOR_1.TNKS_PARP6,15.86715
Hs-578-T,MTOR_1.TNKS_PARP6,3.433078
MDA-MB-436,MTOR_1.TNKS_PARP6,1.723741
MDA-MB-468,MTOR_1.TNKS_PARP6,12.70572
BT-549,PIK3CB_PIK3CD.TNKS_PARP6,2.721688
CAL-148,PIK3CB_PIK3CD.TNKS_PARP6,-8.93609
CAMA-1,PIK3CB_PIK3CD.TNKS_PARP6,37.88414
DU-4475,PIK3CB_PIK3CD.TNKS_PARP6,6.683709
HCC1143,PIK3CB_PIK3CD.TNKS_PARP6,15.75368
HCC1187,PIK3CB_PIK3CD.TNKS_PARP6,10.14969
HCC1395,PIK3CB_PIK3CD.TNKS_PARP6,3.065462
HCC1428,PIK3CB_PIK3CD.TNKS_PARP6,5.694801
HCC1937,PIK3CB_PIK3CD.TNKS_PARP6,16.36796
HCC70,PIK3CB_PIK3CD.TNKS_PARP6,29.35915
MDA-MB-157,PIK3CB_PIK3CD.TNKS_PARP6,1.742103
MDA-MB-231,PIK3CB_PIK3CD.TNKS_PARP6,14.18614
MDA-MB-453,PIK3CB_PIK3CD.TNKS_PARP6,36.68631
A549,ALK_2.TOP2,24.53776
Calu-3,ALK_2.TOP2,-9.617122
NCI-H1299,ALK_2.TOP2,25.34337
NCI-H1563,ALK_2.TOP2,-6.23809
NCI-H1793,ALK_2.TOP2,38.39177
NCI-H2085,ALK_2.TOP2,14.85956
NCI-H2170,ALK_2.TOP2,-69.59812
NCI-H226,ALK_2.TOP2,42.49975
NCI-H23,ALK_2.TOP2,9.824909
NCI-H3122,ALK_2.TOP2,73.32187
NCI-H520,ALK_2.TOP2,8.141865
NCI-H838,ALK_2.TOP2,88.16166
SW900,ALK_2.TOP2,-21.02149
A549,Doxorubicin.TOP2,56.57299
Calu-3,Doxorubicin.TOP2,16.88129
DMS-114,Doxorubicin.TOP2,49.99202
NCI-H1299,Doxorubicin.TOP2,46.35798
NCI-H1437,Doxorubicin.TOP2,-10.07995
NCI-H1563,Doxorubicin.TOP2,-2.529866
NCI-H1703,Doxorubicin.TOP2,26.5745
NCI-H2170,Doxorubicin.TOP2,-20.59936
NCI-H226,Doxorubicin.TOP2,25.39046
NCI-H2291,Doxorubicin.TOP2,39.05313
NCI-H23,Doxorubicin.TOP2,36.10596
NCI-H520,Doxorubicin.TOP2,32.95065
A549,BCL2L1.Vinorelbine,7.212933
Calu-3,BCL2L1.Vinorelbine,-22.58135
NCI-H1437,BCL2L1.Vinorelbine,38.93013
NCI-H1563,BCL2L1.Vinorelbine,-32.91013
NCI-H1793,BCL2L1.Vinorelbine,27.19964
NCI-H1975,BCL2L1.Vinorelbine,-6.124637
NCI-H2170,BCL2L1.Vinorelbine,35.46388
NCI-H2228,BCL2L1.Vinorelbine,17.36241
NCI-H358,BCL2L1.Vinorelbine,60.42145
NCI-H520,BCL2L1.Vinorelbine,-58.19742
NCI-H522,BCL2L1.Vinorelbine,38.09322
NCI-H838,BCL2L1.Vinorelbine,-95.1806
SW900,BCL2L1.Vinorelbine,33.86636
A549,BCL2_2.Vinorelbine,-5.017739
DMS-114,BCL2_2.Vinorelbine,5.001485
NCI-H1299,BCL2_2.Vinorelbine,16.40498
NCI-H1975,BCL2_2.Vinorelbine,-26.29248
NCI-H2170,BCL2_2.Vinorelbine,-101.5864
NCI-H2228,BCL2_2.Vinorelbine,-15.18214
NCI-H226,BCL2_2.Vinorelbine,3.517094
NCI-H2291,BCL2_2.Vinorelbine,2.004264
NCI-H3122,BCL2_2.Vinorelbine,-38.82546
NCI-H358,BCL2_2.Vinorelbine,7.780747
NCI-H522,BCL2_2.Vinorelbine,-16.24268
NCI-H838,BCL2_2.Vinorelbine,-121.6201
