"CELL_LINE","COMPOUND_A","COMPOUND_B","MAX_CONC_A","MAX_CONC_B","IC50_A","H_A","Einf_A","IC50_B","H_B","Einf_B","SYNERGY_SCORE","QA","COMBINATION_ID"
"CAL-120","BCL2_BCL2L1_BCL2L2","FGFR","3","3",0.08050442,0.4345932,29.45440493,0.457114767,1.582873,0,NA,1,"BCL2_BCL2L1_BCL2L2.FGFR"
"HCC1500","BCL2_BCL2L1_BCL2L2","FGFR","1","1",0.02179156,1.0353823,66.85493887,0.056034986,1.3772561,0,NA,1,"BCL2_BCL2L1_BCL2L2.FGFR"
"MCF7","BCL2_BCL2L1_BCL2L2","FGFR","1","1",1,1.706194,90.31785819,1,0,100,NA,1,"BCL2_BCL2L1_BCL2L2.FGFR"
"RT4","BCL2_BCL2L1_BCL2L2","FGFR","3","3",0.438983493,0.8996963,24.86835461,3,1.4623864,48.16167043,NA,1,"BCL2_BCL2L1_BCL2L2.FGFR"
"T47D","BCL2_BCL2L1_BCL2L2","FGFR","1","1",1,4.4298488,70.6003789,1e-04,0.1,94.48716809,NA,1,"BCL2_BCL2L1_BCL2L2.FGFR"
"CAL-120","Chloroquine","FGFR","3","3",0.052188422,0.7273295,45.33415305,3,0.6316712,44.10550485,NA,1,"Chloroquine.FGFR"
"HCC1500","Chloroquine","FGFR","1","1",0.112320546,0.8835055,51.50470571,0.974443885,1.4426556,13.80007098,NA,1,"Chloroquine.FGFR"
"KATOIII","Chloroquine","FGFR","0.01","3",0.003699937,10,16.69597819,3,10,85.40053506,NA,1,"Chloroquine.FGFR"
"MCF7","Chloroquine","FGFR","1","1",1,10,91.80000244,0.300001185,10,93.39995089,NA,1,"Chloroquine.FGFR"
"NCI-SNU-16","Chloroquine","FGFR","0.01","3",0.004205411,10,37.18913399,1.170368182,10,83.69866791,NA,1,"Chloroquine.FGFR"
"MCF7","ERBB","FGFR","3","3",1.055432898,10,51.39858509,0.143007504,10,80.59657824,NA,1,"ERBB.FGFR"
"NCI-H1703","ERBB","FGFR","3","3",1.914887956,1.3576153,0,1.589809804,1.3337343,0,NA,1,"ERBB.FGFR"
"BT-20","FGFR","MTOR_1","1","1",0.491638788,1.30012,3.00993179,1,1.1400331,85.42017293,NA,1,"FGFR.MTOR_1"
"BT-549","FGFR","MTOR_1","1","1",0.275703149,1.2131964,10.26619657,0.062319864,0.8418638,62.43453683,NA,1,"FGFR.MTOR_1"
"CAL-120","FGFR","MTOR_1","0.3","3",0.123377999,1.4948616,50.7146178,0.309683228,0.340574,16.6662418,NA,1,"FGFR.MTOR_1"
"CAMA-1","FGFR","MTOR_1","1","1",0.300003197,3.3374155,22.53873766,1,10,94.80011357,NA,1,"FGFR.MTOR_1"
"DU-4475","FGFR","MTOR_1","1","1",0.181508585,2.0430655,6.79512206,1,0,100,NA,1,"FGFR.MTOR_1"
"HCC1806","FGFR","MTOR_1","1","1",0.238277968,2.0989103,13.83179252,1,0,100,NA,1,"FGFR.MTOR_1"
"HCC38","FGFR","MTOR_1","1","1",0.315061378,10,67.09965315,0.14464129,10,78.39329543,NA,1,"FGFR.MTOR_1"
"KATOIII","FGFR","MTOR_1","1","0.01",0.257290227,1.546737,21.56515954,0.004324859,3.5780222,14.33438576,NA,1,"FGFR.MTOR_1"
"MDA-MB-436","FGFR","MTOR_1","1","1",0.141328283,0.8992341,10.82836125,0.100872139,0.7395487,86.27551428,NA,1,"FGFR.MTOR_1"
"MDA-MB-468","FGFR","MTOR_1","1","1",1,10,67.20008745,1,0,100,NA,1,"FGFR.MTOR_1"
"NCI-H1703","FGFR","MTOR_1","1","3",0.165941973,0.9503775,7.89123883,2.064825438,1.2621054,0,NA,1,"FGFR.MTOR_1"
"BT-474","FGFR","MTOR_3","1","1",1e-04,0.1,6.11151053,1,0,100,NA,1,"FGFR.MTOR_3"
"CAL-120","FGFR","MTOR_3","1","3",0.000690569,0.5148125,41.31891186,0.03760746,0.7763684,45.43537598,NA,1,"FGFR.MTOR_3"
"DMS-114","FGFR","MTOR_3","3","3",3e-04,0.1,3.3493312,0.165823872,2.327876,14.87035018,NA,1,"FGFR.MTOR_3"
"HCC1419","FGFR","MTOR_3","1","1",0.009074041,10,60.02494209,1,0,100,NA,1,"FGFR.MTOR_3"
"MDA-MB-361","FGFR","MTOR_3","1","1",1e-04,0.1,40.35875092,1,0.5166371,61.46758164,NA,1,"FGFR.MTOR_3"
"BT-474","FGFR","PIK3C_MTOR","1","1",0.146643631,1.839773,0,1,0,100,NA,1,"FGFR.PIK3C_MTOR"
"KMS-11","FGFR","PIK3C_MTOR","1","0.03",1,0,100,0.016754481,2.1685799,27.03077135,NA,1,"FGFR.PIK3C_MTOR"
"NCI-H1703","FGFR","PIK3C_MTOR","1","3",0.320743726,10,83.69978655,1.949803283,1.0910152,0,NA,1,"FGFR.PIK3C_MTOR"
"NCI-H520","FGFR","PIK3C_MTOR","1","3",0.33612893,10,90.3997731,0.113127755,0.9702104,60.50774832,NA,1,"FGFR.PIK3C_MTOR"
"T47D","FGFR","PIK3C_MTOR","1","1",0.030828427,10,54.19992088,1,10,86.60013704,NA,1,"FGFR.PIK3C_MTOR"
"CAL-120","FGFR","Proteasome_2","0.3","3",0.001393334,2.5378998,0.34785353,0.181829772,0.3931472,27.87016174,NA,1,"FGFR.Proteasome_2"
"CAMA-1","FGFR","Proteasome_2","1","1",0.004810408,2.7922099,11.21240525,1,0,100,NA,1,"FGFR.Proteasome_2"
"HCC1500","FGFR","Proteasome_2","1","1",0.008096657,10,0,0.070812452,0.968439,54.19923362,NA,1,"FGFR.Proteasome_2"
"KATOIII","FGFR","Proteasome_2","0.1","0.01",0.001917732,4.5780822,2.12120764,0.003569276,10,19.49728944,NA,1,"FGFR.Proteasome_2"
"RT4","FGFR","Proteasome_2","0.1","3",0.003251414,10,0,0.484613896,0.8537237,29.08620087,NA,1,"FGFR.Proteasome_2"
"NCI-H1703","FGFR","WNT","3","3",0.780431691,1.2023511,0,1.921427232,1.3116767,0,NA,1,"FGFR.WNT"
"RT4","FGFR","WNT","3","3",0.970238159,2.9650624,0,0.278082469,1.0204617,32.07378146,NA,1,"FGFR.WNT"
"NCI-SNU-16","FGFR","WNT","3","0.01",0.177447252,2.5239365,6.65128619,0.008542878,2.3028035,0,NA,1,"FGFR.WNT"
"BFTC-905","ATM","Gemcitabine","0.1","3",0.001119269,4.9677712,1.2667002,1.193956035,1.418521,45.12582576,NA,1,"ATM.Gemcitabine"
"HT-1376","ATM","Gemcitabine","0.1","3",0.004604623,1.6449825,20.1735471,0.311695308,10,81.99991317,NA,1,"ATM.Gemcitabine"
"UM-UC-3","ATM","Gemcitabine","0.1","3",0.009585671,2.8608157,1.51434602,0.942662984,10,76.99978034,NA,1,"ATM.Gemcitabine"
"KU-19-19","BCL2_BCL2L1","Gemcitabine","0.1","3",0.002846132,10,9.33315727,3,0.5493417,37.58485986,NA,1,"BCL2_BCL2L1.Gemcitabine"
"SW780","BCL2_BCL2L1","Gemcitabine","0.1","0.3",0.001773938,2.783559,11.38417788,0.023642214,0.7411053,12.02451461,NA,1,"BCL2_BCL2L1.Gemcitabine"
"TCCSUP","BCL2_BCL2L1","Gemcitabine","0.1","3",0.002567268,3.6819074,8.35443737,1.113541251,10,88.59942985,NA,1,"BCL2_BCL2L1.Gemcitabine"
"647-V","ERBB","Gemcitabine","0.1","0.1",0.003813652,4.0848913,0,0.021197051,1.9015906,73.06520789,NA,1,"ERBB.Gemcitabine"
"KU-19-19","ERBB","Gemcitabine","0.1","3",0.002669621,4.3029959,8.31171142,1,0,100,NA,1,"ERBB.Gemcitabine"
"UM-UC-3","ERBB","Gemcitabine","0.1","3",0.008695758,2.8318484,1.14813216,3,1.8060911,53.57110495,NA,1,"ERBB.Gemcitabine"
"SW780","Gemcitabine","PARP1","3","0.1",1,0,100,0.00323198,2.0949587,20.33603879,NA,1,"Gemcitabine.PARP1"
"T-24","Gemcitabine","PARP1","3","0.1",2.39523324,2.0060603,0,0.001344596,10,48.84624786,NA,1,"Gemcitabine.PARP1"
"VM-CUB-1","Gemcitabine","PARP1","3","0.1",3,1.3560365,65.14926667,0.005038575,3.2340601,5.51063151,NA,1,"Gemcitabine.PARP1"
"J82","ATR_4","HDAC_4","3","3",1.258491572,1.9426033,14.88693781,1.177027885,10,58.49641242,NA,1,"ATR_4.HDAC_4"
"SW780","ATR_4","HDAC_4","3","3",0.4801727,0.5520999,9.3888539,3e-04,0.1,80.34459892,NA,1,"ATR_4.HDAC_4"
"UM-UC-3","ATR_4","HDAC_4","3","3",2.044737086,1.9979162,0,0.970733998,1.8756327,50.92871736,NA,1,"ATR_4.HDAC_4"
"647-V","HDAC_4","PARP1","3","3",1.28167463,2.9720481,88.87733407,1.142735135,4.576454,26.1190046,NA,1,"HDAC_4.PARP1"
"BFTC-905","HDAC_4","PARP1","3","3",3,0.8318248,37.91579885,0.389938528,1.1851794,7.56212161,NA,1,"HDAC_4.PARP1"
"HT-1197","HDAC_4","PARP1","3","3",3,0.4478073,13.43022846,1.029591632,1.4645972,2.77224068,NA,1,"HDAC_4.PARP1"
"TCCSUP","HSP90","PARP1","3","0.3",1.513041967,1.8244751,61.76642967,0.160630233,1.7140687,0,NA,1,"HSP90.PARP1"
"Calu-6","ATR_4","IAP","1","3",0.012641843,0.1,33.18213974,1.163284078,10,55.6965953,NA,1,"ATR_4.IAP"
"NCI-H1299","ATR_4","IAP","1","3",0.069336659,0.9728287,33.64007252,1.146518007,10,41.3961028,NA,1,"ATR_4.IAP"
"NCI-H1437","ATR_4","IAP","1","3",0.005883587,0.4036568,69.53134119,1.548205289,10,83.9785616,NA,1,"ATR_4.IAP"
"NCI-H1703","ATR_4","IAP","0.01","3",0.000515567,1.69114,19.20566954,0.577235424,2.1769361,14.23739324,NA,1,"ATR_4.IAP"
"NCI-H2085","ATR_4","IAP","3","3",1.637050882,0.2514829,0,3,10,42.80042732,NA,1,"ATR_4.IAP"
"NCI-H2228","ATR_4","IAP","0.3","3",0.012327898,0.3755482,5.06134662,1.002057378,2.0147108,37.68588262,NA,1,"ATR_4.IAP"
"NCI-H23","ATR_4","IAP","1","3",0.000737582,0.2225716,33.69432966,0.76846558,2.51122,18.28060624,NA,1,"ATR_4.IAP"
"SW780","ATR_4","IAP","0.03","3",0.00173187,2.3227407,67.67412643,1,0,100,NA,1,"ATR_4.IAP"
"SW900","ATR_4","IAP","3","3",0.503086669,0.158884,0,1.337763917,1.6684421,16.74777155,NA,1,"ATR_4.IAP"
"A549","BCL2L1","IAP","3","3",3,0.30499,70.23350277,0.020725079,0.4083477,11.88007313,NA,1,"BCL2L1.IAP"
"DMS-114","BCL2L1","IAP","3","3",1.891492687,1.1680829,38.37593201,3,0.5078686,88.98765316,NA,1,"BCL2L1.IAP"
"HCC1187","BCL2L1","IAP","3","3",3,10,93.80014926,1,0,100,NA,1,"BCL2L1.IAP"
"HCC1954","BCL2L1","IAP","3","3",0.006466673,0.2449218,0,3,0.1039964,0.76486191,NA,1,"BCL2L1.IAP"
"MCF7","BCL2L1","IAP","3","3",1.222853975,10,64.39549149,3,10,52.80031825,NA,1,"BCL2L1.IAP"
"MDA-MB-157","BCL2L1","IAP","3","3",0.00252097,0.5732947,35.55175623,3,0.1645754,66.10243853,NA,1,"BCL2L1.IAP"
"MDA-MB-415","BCL2L1","IAP","3","3",0.033424213,1.5755184,22.97495388,3,0.3325415,55.33965633,NA,1,"BCL2L1.IAP"
"MDA-MB-436","BCL2L1","IAP","3","3",3e-04,0.1,45.04128564,3,0.2529263,62.92908977,NA,1,"BCL2L1.IAP"
"NCI-H2170","BCL2L1","IAP","3","3",0.095643097,0.8674686,85.36505929,2.344451518,0.7059053,0,NA,1,"BCL2L1.IAP"
"NCI-H2228","BCL2L1","IAP","0.3","3",0.006847133,0.7278681,31.85388194,3,0.3302776,7.2054114,NA,1,"BCL2L1.IAP"
"NCI-H226","BCL2L1","IAP","3","3",3e-04,0.1,12.34365871,3,0.3770885,31.95313365,NA,1,"BCL2L1.IAP"
"SW900","BCL2L1","IAP","3","3",1.418581606,0.1811136,0,0.06605453,0.5367007,53.72528144,NA,1,"BCL2L1.IAP"
"T-24","BCL2_BCL2L1","IAP","1","0.3",0.501740403,1.9987213,84.86129758,3e-05,0.1,84.52428478,NA,1,"BCL2_BCL2L1.IAP"
"UM-UC-3","BCL2_BCL2L1","IAP","0.03","3",0.003267298,1.0469588,62.89408714,1.039321746,0.641468,13.15234133,NA,1,"BCL2_BCL2L1.IAP"
"VM-CUB-1","BCL2_BCL2L1","IAP","0.03","3",3e-06,0.1,51.6224595,0.049275807,10,76.8577993,NA,1,"BCL2_BCL2L1.IAP"
"LS-513","CHEK1","IAP","1","0.3",0.401865136,10,90.1989235,0.155283351,10,58.74312345,NA,1,"CHEK1.IAP"
"SW48","CHEK1","IAP","1","0.3",1e-04,0.1,81.70329287,0.123001692,1.8593576,0,NA,1,"CHEK1.IAP"
"A549","Doxorubicin","IAP","3","0.1",3,0.1800696,70.89603465,0.035222411,10,22.29771507,NA,1,"Doxorubicin.IAP"
"NCI-H1975","Doxorubicin","IAP","3","0.1",0.032413524,0.3333067,72.2219411,0.026150409,3.3308968,35.97680035,NA,1,"Doxorubicin.IAP"
"NCI-H2228","Doxorubicin","IAP","0.3","0.1",0.003133106,0.6944565,26.85995998,0.035541657,0.6654352,0,NA,1,"Doxorubicin.IAP"
"NCI-H2291","Doxorubicin","IAP","3","0.1",3,10,61.6005689,0.020455917,2.755392,47.77065145,NA,1,"Doxorubicin.IAP"
"NCI-H23","Doxorubicin","IAP","1","0.1",0.12069126,0.1365249,0,0.014845649,1.7763824,14.25714161,NA,1,"Doxorubicin.IAP"
"NCI-H520","Doxorubicin","IAP","3","0.1",1,0,100,0.045471903,3.0138834,53.5485647,NA,1,"Doxorubicin.IAP"
"SW900","Doxorubicin","IAP","3","0.1",0.15353918,0.1847347,0,0.026700796,0.9031365,0,NA,1,"Doxorubicin.IAP"
"HT-29","IAP","IGFR_3","10","1",0.215012159,0.3117246,0,1,0.7649599,65.92960451,NA,1,"IAP.IGFR_3"
"LS-513","IAP","IGFR_3","10","1",0.251841292,1.3205374,8.74646952,0.408728986,1.4504041,77.40884465,NA,1,"IAP.IGFR_3"
"SW948","IAP","IGFR_3","10","1",10,0.438159,43.56700933,1,0.7948608,54.85375781,NA,1,"IAP.IGFR_3"
"LS-513","IAP","IGFR_4","10","1",0.103051127,1.5411627,9.51672261,1,0.7400249,61.34643796,NA,1,"IAP.IGFR_4"
"RKO","IAP","IGFR_4","10","1",3.365096421,10,13.19835707,0.184756127,2.3286054,77.43537453,NA,1,"IAP.IGFR_4"
"SW48","IAP","IGFR_4","10","1",0.091364932,0.5839215,0,1e-04,0.1,83.7358993,NA,1,"IAP.IGFR_4"
"C32","IAP","JAK","3","1",1.753594152,3.0746576,0,0.007396058,10,12.72498712,NA,1,"IAP.JAK"
"COLO-205","IAP","JAK","3","1",1.462098348,3.6968406,0,1,0.4827765,31.19395784,NA,1,"IAP.JAK"
"SW837","IAP","JAK","3","1",1.280584685,2.0447384,34.35356115,0.541742579,1.1779449,67.07829915,NA,1,"IAP.JAK"
"C32","IAP","Oxaliplatin","3","1",3,1.6972845,76.88121524,1e-04,0.4253011,3.98332135,NA,1,"IAP.Oxaliplatin"
"SW620","IAP","Oxaliplatin","10","1",0.600120693,1.4700994,2.52487912,1,0,100,NA,1,"IAP.Oxaliplatin"
"SW837","IAP","Oxaliplatin","10","1",0.404359162,1.4558413,11.60533272,0.085314977,10,87.5990373,NA,1,"IAP.Oxaliplatin"
"647-V","IAP","PARP1","3","0.003",3,10,79.20004761,0.000686874,1.9512449,14.78212769,NA,1,"IAP.PARP1"
"C32","IAP","PARP1","10","1",6.909842774,1.7739008,0,0.005422986,10,8.90000682,NA,1,"IAP.PARP1"
"HT-29","IAP","PARP1","10","1",0.001,0.1,85.66327163,1,0,100,NA,1,"IAP.PARP1"
"SW837","IAP","PARP1","10","1",2.139356691,2.2539491,1.91812684,0.064423064,1.8803256,84.73359569,NA,1,"IAP.PARP1"
"SW948","IAP","PARP1","10","1",10,0.9600645,18.74217911,0.062311042,10,77.63731405,NA,1,"IAP.PARP1"
"UM-UC-3","IAP","PARP1","3","0.03",3,0.7761787,81.61603693,0.002101427,0.8658994,64.09648057,NA,1,"IAP.PARP1"
"A549","IAP","PIK3C","3","3",1.485944049,1.4910152,40.44593032,3,0.2075547,66.54303502,NA,1,"IAP.PIK3C"
"C32","IAP","PIK3C","10","1",2.169716583,1.2707243,4.88828423,0.000150677,0.6379194,5.59037677,NA,1,"IAP.PIK3C"
"LS-513","IAP","PIK3C","10","1",0.788001586,1.3110564,5.34831716,0.529813479,0.8289221,79.22602686,NA,1,"IAP.PIK3C"
"NCI-H1299","IAP","PIK3C","3","1",1.01226708,0.8521966,11.3358722,0.048298771,1.1316059,36.38581436,NA,1,"IAP.PIK3C"
"NCI-H1437","IAP","PIK3C","3","1",1.671889356,0.4176827,29.1032328,1,0.1770477,45.64559368,NA,1,"IAP.PIK3C"
"NCI-H2228","IAP","PIK3C","1","0.3",0.567267916,0.6768827,0,0.006239181,0.7483472,22.11615256,NA,1,"IAP.PIK3C"
"NCI-H23","IAP","PIK3C","3","1",0.499344951,1.378615,26.09263566,0.146427607,0.2088259,0,NA,1,"IAP.PIK3C"
"NCI-H522","IAP","PIK3C","3","0.3",3,0.330341,3.66287137,0.001267364,0.2134061,2.55057731,NA,1,"IAP.PIK3C"
"RKO","IAP","PIK3C","10","1",1.610539666,2.495732,16.16149392,1,0.8004969,73.862529,NA,1,"IAP.PIK3C"
"SW620","IAP","PIK3C","3","1",1.0907981,10,69.19875551,1,0,100,NA,1,"IAP.PIK3C"
"Calu-6","IAP","PIK3CA_3","3","1",0.549159322,0.7977347,84.81191336,1e-04,0.1,46.15852243,NA,1,"IAP.PIK3CA_3"
"NCI-H2085","IAP","PIK3CA_3","3","3",3,1.3472963,20.51164859,0.037112474,0.5211224,43.495707,NA,1,"IAP.PIK3CA_3"
"NCI-H2228","IAP","PIK3CA_3","3","0.3",0.167056088,0.814167,67.10221472,0.006502771,0.6653681,24.0966857,NA,1,"IAP.PIK3CA_3"
"NCI-H3122","IAP","PIK3CA_3","3","0.3",1,0,100,0.011451813,0.6905666,74.6802089,NA,1,"IAP.PIK3CA_3"
"NCI-H358","IAP","PIK3CA_3","3","3",3,0.5433108,58.07770533,3e-04,0.1,79.39336198,NA,1,"IAP.PIK3CA_3"
"NCI-H522","IAP","PIK3CA_3","3","0.3",3,0.3251707,19.61149187,0.000975858,0.2075666,0,NA,1,"IAP.PIK3CA_3"
"NCI-H838","IAP","PIK3CA_3","3","1",3,0.4668563,18.2928985,0.005955582,0.8071306,17.53396328,NA,1,"IAP.PIK3CA_3"
"Calu-6","IAP","PIK3CB","3","1",1,0,100,1e-04,0.1,54.63432749,NA,1,"IAP.PIK3CB"
"COLO-205","IAP","PIK3CB","10","1",5.471120581,0.9683671,38.72900841,1,0.4566436,19.96304335,NA,1,"IAP.PIK3CB"
"NCI-H1437","IAP","PIK3CB","3","1",3,0.4545603,30.43354431,0.128946538,0.3994221,43.25202196,NA,1,"IAP.PIK3CB"
"NCI-H1793","IAP","PIK3CB","3","3",3,0.3878289,37.56359577,3,1.0704411,28.41738821,NA,1,"IAP.PIK3CB"
"NCI-H2228","IAP","PIK3CB","3","0.3",3,0.6529828,10.93652953,0.009827435,1.0746904,39.23935663,NA,1,"IAP.PIK3CB"
"NCI-H3122","IAP","PIK3CB","3","0.3",3,10,90.60055578,0.008477065,1.4312998,80.02765222,NA,1,"IAP.PIK3CB"
"NCI-H358","IAP","PIK3CB","3","3",0.540902764,10,90.49457205,0.152742944,0.4723406,73.16472864,NA,1,"IAP.PIK3CB"
"NCI-H520","IAP","PIK3CB","3","3",1.799729459,0.5737836,5.27590307,1,0,100,NA,1,"IAP.PIK3CB"
"NCI-H747","IAP","PIK3CB","10","1",10,0.3048475,57.57003677,0.064176444,0.2233525,22.41444835,NA,1,"IAP.PIK3CB"
"SW48","IAP","PIK3CB","10","1",4.964019761,1.5348541,0,1e-04,0.1,80.43170488,NA,1,"IAP.PIK3CB"
"C32","IAP","PTK2","3","1",0.485336171,2.7324456,4.64713545,0.0023894,2.0167501,13.06655933,NA,1,"IAP.PTK2"
"LS-513","IAP","PTK2","3","1",0.306340037,1.6482578,4.62966261,0.191891658,3.5642078,92.6510823,NA,1,"IAP.PTK2"
"SW837","IAP","PTK2","10","1",0.277456492,1.1334726,0.17999026,1,0.500848,58.71060064,NA,1,"IAP.PTK2"
"HT-29","IAP","SN38","0.03","1",0.003864749,2.5604382,6.50728051,1,0,100,NA,1,"IAP.SN38"
"LS-513","IAP","SN38","0.03","1",0.001618525,1.6514064,2.55805126,0.328564246,2.7352418,94.35736253,NA,1,"IAP.SN38"
"SW620","IAP","SN38","0.03","1",0.002152668,3.4486986,1.65045827,1,0,100,NA,1,"IAP.SN38"
"DMS-114","IAP","TNF","0.1","3",0.001929016,10,87.54791016,0.748294648,0.5225036,0,NA,1,"IAP.TNF"
"J82","IAP","TNF","0.1","3",1,0,100,3e-04,0.1216751,0,NA,1,"IAP.TNF"
"NCI-H1703","IAP","TNF","0.1","3",0.001021345,1.6777587,8.28924571,0.00037037,0.6194478,10.10702032,NA,1,"IAP.TNF"
"RT4","IAP","TNF","0.1","3",0.006778883,2.0520494,9.65144806,0.54836725,0.3488314,69.05973535,NA,1,"IAP.TNF"
"VM-CUB-1","IAP","TNF","0.03","0.03",1,0,100,0.002463154,1.5545766,71.83271429,NA,1,"IAP.TNF"
"DMS-114","IAP","TOP2_2","3","3",0.509348196,1.4167186,4.81093403,3,1.3163263,36.32941613,NA,1,"IAP.TOP2_2"
"NCI-H1793","IAP","TOP2_2","3","3",0.626245744,1.4931793,0,3,0.6523824,33.43062606,NA,1,"IAP.TOP2_2"
"NCI-H1975","IAP","TOP2_2","3","3",0.464939448,1.3451369,2.48069647,0.030254462,0.4931784,71.76827706,NA,1,"IAP.TOP2_2"
"NCI-H2228","IAP","TOP2_2","3","0.3",0.301794706,0.766433,10.86138801,0.012673077,0.6069399,22.88017482,NA,1,"IAP.TOP2_2"
"NCI-H3122","IAP","TOP2_2","3","0.3",0.207455489,1.4101157,0,0.3,0.4742273,59.89948792,NA,1,"IAP.TOP2_2"
"NCI-H522","IAP","TOP2_2","3","0.3",0.25603051,1.0401761,0,0.003054003,0.359421,15.31107117,NA,1,"IAP.TOP2_2"
"SW900","IAP","TOP2_2","3","3",0.284827918,1.0216725,4.71603248,0.399110523,0.1768222,0,NA,1,"IAP.TOP2_2"
"A549","IAP","Topotecan","0.3","3",0.113590549,10,12.59470508,0.675676989,0.323036,79.04719059,NA,1,"IAP.Topotecan"
"NCI-H1563","IAP","Topotecan","0.1","1",0.079910248,1.1437729,0,0.009004066,1.3328242,19.49754964,NA,1,"IAP.Topotecan"
"NCI-H1703","IAP","Topotecan","0.1","0.01",0.066156525,2.5178094,0,0.000435259,1.8027832,18.96094293,NA,1,"IAP.Topotecan"
"NCI-H1975","IAP","Topotecan","1","3",0.172765537,3.9883464,26.82166153,3,0.2344737,52.33273472,NA,1,"IAP.Topotecan"
"NCI-H2085","IAP","Topotecan","1","3",0.081164746,1.0228991,29.83075378,0.424846722,0.2342527,0,NA,1,"IAP.Topotecan"
"NCI-H2228","IAP","Topotecan","0.1","0.3",0.059261,0.4100958,0,0.003431892,0.8467023,23.3789218,NA,1,"IAP.Topotecan"
"NCI-H226","IAP","Topotecan","0.3","3",0.032529346,0.8808453,0,3e-04,0.1,7.54523105,NA,1,"IAP.Topotecan"
"A549","IAP","Vinorelbine","0.1","3",0.089928077,10,0,3,0.288092,72.49450979,NA,1,"IAP.Vinorelbine"
"DMS-114","IAP","Vinorelbine","0.1","3",0.038083269,1.8349518,0.16386213,3,0.5773593,48.04781624,NA,1,"IAP.Vinorelbine"
"NCI-H1437","IAP","Vinorelbine","0.3","1",0.029663165,4.4619985,4.47927876,0.038442449,1.2390319,72.15071336,NA,1,"IAP.Vinorelbine"
"NCI-H1793","IAP","Vinorelbine","0.1","3",0.020716895,3.2852805,8.37327388,3,0.6001999,48.26503679,NA,1,"IAP.Vinorelbine"
"NCI-H2085","IAP","Vinorelbine","3","3",0.009259856,0.7405117,54.07242566,0.979075626,0.3880411,0,NA,1,"IAP.Vinorelbine"
"NCI-H358","IAP","Vinorelbine","0.03","3",0.03,1.1213119,0.9065576,3e-04,0.1,74.70828653,NA,1,"IAP.Vinorelbine"
"NCI-H838","IAP","Vinorelbine","0.1","1",0.021007627,3.6267184,3.76496031,0.01065066,0.534412,10.54868788,NA,1,"IAP.Vinorelbine"
"C32","JAK","MTOR","0.3","3",0.236107777,1.3187781,0,1.729201306,2.6080357,0,NA,1,"JAK.MTOR"
"LS-513","JAK","MTOR","0.3","3",0.118100068,10,77.39797901,1.295862827,10,13.88052905,NA,1,"JAK.MTOR"
"NCI-H747","JAK","MTOR","0.3","3",0.064353046,1.3491986,40.40371006,0.953052239,10,46.5990916,NA,1,"JAK.MTOR"
"647-V","ATR_4","MAP2K_1","1","3",0.272450597,1.3621395,71.06182816,3,10,46.60001359,NA,1,"ATR_4.MAP2K_1"
"HT-1376","ATR_4","MAP2K_1","3","3",0.028842334,10,49.42495078,0.930183866,0.737207,0,NA,1,"ATR_4.MAP2K_1"
"J82","ATR_4","MAP2K_1","3","3",3,0.1685732,40.96137876,3,1.0804173,6.93558565,NA,1,"ATR_4.MAP2K_1"
"SW780","ATR_4","MAP2K_1","3","3",1.221820781,3.5456876,46.2656394,1.657457913,10,84.25839812,NA,1,"ATR_4.MAP2K_1"
"T-24","ATR_4","MAP2K_1","3","3",0.338030951,0.8653168,15.31846753,1.042749811,10,10.79767751,NA,1,"ATR_4.MAP2K_1"
"BFTC-905","BCL2_BCL2L1","MAP2K_1","3","3",1.231183162,1.6703285,19.1569167,3,0.5306788,28.69266203,NA,1,"BCL2_BCL2L1.MAP2K_1"
"HT-1376","BCL2_BCL2L1","MAP2K_1","3","3",0.192241119,0.8588929,41.27108347,1.369584921,1.6342222,52.94980218,NA,1,"BCL2_BCL2L1.MAP2K_1"
"J82","BCL2_BCL2L1","MAP2K_1","3","3",0.119614403,0.5916842,63.43985627,3,10,75.40002023,NA,1,"BCL2_BCL2L1.MAP2K_1"
"NCI-H1299","BRAF_M","MAP2K_1","3","3",0.074039787,0.6648224,25.52467428,1.324946311,10,89.39700723,NA,1,"BRAF_M.MAP2K_1"
"NCI-H1437","BRAF_M","MAP2K_1","3","3",0.306061293,0.4315504,15.30511876,1,0,100,NA,1,"BRAF_M.MAP2K_1"
"NCI-H1793","BRAF_M","MAP2K_1","3","3",0.096587928,0.6429372,32.91266527,0.423191235,3.1182179,11.52432761,NA,1,"BRAF_M.MAP2K_1"
"NCI-H2085","BRAF_M","MAP2K_1","3","3",0.110855209,0.5355406,22.75996369,3e-04,0.1,84.39929744,NA,1,"BRAF_M.MAP2K_1"
"NCI-H2170","BRAF_M","MAP2K_1","3","3",3,0.1124619,78.75256408,0.569541552,3.5511536,6.44170717,NA,1,"BRAF_M.MAP2K_1"
"NCI-H23","BRAF_M","MAP2K_1","3","3",0.294068432,1.3363493,42.24888887,3,0.7999483,76.12906036,NA,1,"BRAF_M.MAP2K_1"
"NCI-H522","BRAF_M","MAP2K_1","3","3",3,1.0487423,69.63613683,0.338051071,0.1,83.8346384,NA,1,"BRAF_M.MAP2K_1"
"NCI-H838","BRAF_M","MAP2K_1","3","3",3,0.2802032,45.08725923,0.316450881,10,5.84948487,NA,1,"BRAF_M.MAP2K_1"
"RKO","BRAF_M","MAP2K_1","3","3",1.246570407,10,82.89737524,3,10,85.00099571,NA,1,"BRAF_M.MAP2K_1"
